city,country,latitude,longitude,year,month,pm25_ugm3,no2_ugm3,data_quality,measurement_method,data_source
London,UK,51.5074,-0.1278,2006,8,32.99,32.81,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2006,9,30.64,62.53,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2006,10,13.34,35.76,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2006,11,13.11,40.53,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2006,12,34.3,20.91,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,1,36.95,45.51,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,2,41.21,55.56,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,3,35.82,25.41,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,4,25.74,31.74,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,5,22.34,30.48,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,6,14.03,64.93,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,7,41.84,70.79,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,8,28.88,27.56,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,9,30.14,60.43,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,10,16.26,54.33,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,11,22.49,23.82,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2007,12,14.06,27.03,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,1,36.96,40.87,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,2,13.74,49.41,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,3,48.45,43.11,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,4,32.95,50.25,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,5,33.49,65.25,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,6,25.64,42.1,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,7,31.03,39.84,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,8,28.34,57.08,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,9,21.04,60.34,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,10,26.86,45.07,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,11,32.66,29.53,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2008,12,22.45,21.67,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,1,31.18,38.79,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,2,32.41,23.47,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,3,44.55,41.35,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,4,25.14,36.95,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,5,30.35,68.55,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,6,28.11,57.83,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,7,19.81,36.93,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,8,27.31,70.14,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,9,25.85,33.64,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,10,20.07,33.74,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,11,15.19,21.68,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2009,12,23.82,22.84,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,1,15.25,40.58,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,2,42.07,23.04,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,3,51.7,53.29,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,4,50.4,48.78,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,5,39.75,60.81,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,6,22.43,59.44,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,7,13.19,29.76,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,8,28.17,52.01,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,9,9.58,43.4,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,10,17.44,44.62,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,11,27.79,37.52,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2010,12,21.0,48.03,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,1,21.05,22.22,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,2,29.35,30.46,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,3,52.11,57.82,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,4,41.64,47.92,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,5,52.69,34.9,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,6,26.63,53.41,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,7,28.85,35.56,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,8,16.84,35.28,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,9,27.26,41.71,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,10,24.97,46.52,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,11,18.19,32.8,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2011,12,23.86,46.74,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,1,17.45,24.92,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,2,24.98,22.94,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,3,24.31,61.55,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,4,47.83,36.0,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,5,36.42,37.03,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,6,25.74,37.29,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,7,37.64,36.8,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,8,27.57,69.74,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,9,11.66,47.34,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,10,26.25,44.46,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,11,21.9,23.45,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2012,12,30.23,50.37,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,1,12.47,38.3,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,2,43.32,29.16,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,3,36.04,37.81,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,4,35.54,62.01,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,5,46.75,44.46,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,6,23.96,55.61,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,7,27.39,43.78,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,8,36.92,34.17,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,9,32.57,25.52,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,10,14.09,23.7,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,11,31.38,20.83,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2013,12,24.0,47.43,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,1,34.09,42.66,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,2,48.99,51.53,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,3,34.3,40.45,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,4,34.56,43.89,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,5,55.19,33.1,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,6,31.66,59.25,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,7,23.62,48.96,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,8,20.47,67.44,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,9,11.41,28.99,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,10,10.56,44.27,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,11,21.39,20.67,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2014,12,28.86,35.08,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,1,40.34,32.14,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,2,45.33,54.62,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,3,20.19,64.12,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,4,46.09,66.62,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,5,52.23,43.31,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,6,24.17,74.83,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,7,34.97,53.63,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,8,16.27,57.83,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,9,22.11,34.7,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,10,8.95,29.32,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,11,18.76,28.02,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2015,12,34.25,42.26,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,1,14.74,43.05,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,2,43.07,31.09,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,3,29.3,58.58,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,4,39.34,33.31,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,5,52.06,49.08,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,6,48.35,54.29,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,7,30.68,60.87,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,8,32.8,46.05,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,9,27.72,39.55,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,10,22.74,53.48,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,11,31.85,48.72,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2016,12,20.59,45.59,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,1,31.41,40.16,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,2,47.46,40.05,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,3,55.8,44.12,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,4,37.09,62.44,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,5,47.24,61.69,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,6,45.87,71.88,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,7,16.08,74.07,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,8,34.77,65.58,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,9,24.33,46.17,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,10,25.27,40.13,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,11,20.87,36.42,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2017,12,17.77,24.74,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,1,43.46,25.36,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,2,35.68,43.82,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,3,47.41,55.58,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,4,27.57,67.77,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,5,43.48,32.7,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,6,34.51,38.43,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,7,31.37,44.04,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,8,33.28,41.13,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,9,11.25,57.65,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,10,10.16,44.94,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,11,30.6,32.2,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2018,12,23.89,34.08,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,1,34.36,45.09,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,2,49.94,31.61,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,3,31.02,51.28,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,4,57.34,58.66,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,5,49.06,70.6,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,6,30.74,41.44,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,7,12.47,53.09,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,8,24.55,69.27,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,9,12.63,39.14,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,10,16.47,50.46,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,11,22.5,48.13,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2019,12,13.69,42.19,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,1,21.37,21.96,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,2,26.85,31.04,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,3,46.35,34.23,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,4,51.17,27.49,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,5,40.54,43.72,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,6,13.91,40.64,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,7,31.68,36.55,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,8,26.32,39.96,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,9,9.63,25.63,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,10,15.49,50.34,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,11,19.63,37.02,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2020,12,17.58,23.5,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,1,22.4,34.71,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,2,32.0,44.07,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,3,45.1,52.34,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,4,43.97,64.82,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,5,31.73,64.09,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,6,16.22,71.59,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,7,36.08,63.84,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,8,11.52,52.85,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,9,16.67,28.13,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,10,19.14,25.82,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,11,26.45,45.27,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2021,12,21.32,49.64,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,1,21.4,25.48,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,2,28.54,42.46,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,3,45.48,44.59,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,4,51.49,40.4,Poor,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,5,19.66,72.98,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,6,22.17,31.67,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,7,39.35,48.82,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,8,26.28,54.24,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,9,15.85,38.48,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,10,28.7,56.63,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,11,11.78,47.06,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2022,12,37.32,34.49,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,1,28.94,30.73,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,2,46.91,50.45,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,3,46.54,49.11,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,4,26.01,64.12,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,5,37.19,56.87,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,6,31.2,38.57,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,7,33.2,70.76,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,8,15.73,55.01,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,9,26.66,58.65,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,10,25.29,27.03,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,11,18.06,36.89,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2023,12,34.08,23.86,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,1,23.34,29.7,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,2,47.14,56.04,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,3,49.0,45.12,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,4,37.38,50.93,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,5,23.79,45.72,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,6,49.25,50.32,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,7,36.07,40.99,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,8,34.61,47.48,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,9,13.85,27.43,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,10,27.44,57.11,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,11,31.15,47.1,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2024,12,25.66,31.62,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,1,25.73,37.72,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,2,34.53,38.65,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,3,50.75,41.92,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,4,21.14,27.1,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,5,43.52,33.31,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,6,21.52,39.02,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,7,12.21,64.24,Moderate,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,8,26.88,35.07,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,9,20.1,61.91,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,10,24.79,37.55,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,11,19.62,22.56,Good,Federal Reference Method,WHO_Database
London,UK,51.5074,-0.1278,2025,12,16.68,42.35,Good,Federal Reference Method,WHO_Database
Paris,France,48.8566,2.3522,1999,1,40.7,23.93,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,2,41.95,51.16,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,3,42.95,35.35,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,4,33.6,30.76,Poor,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,5,19.89,50.7,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,6,32.89,55.01,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,7,29.1,37.94,Poor,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,8,29.84,62.71,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,9,15.74,29.04,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,10,14.02,41.79,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,11,20.55,44.62,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,1999,12,20.78,28.33,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,1,18.12,37.03,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,2,43.34,44.28,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,3,29.66,29.53,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,4,35.21,33.07,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,5,22.4,58.59,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,6,32.49,45.87,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,7,38.41,62.41,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,8,11.42,41.06,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,9,21.58,45.41,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,10,22.21,25.7,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,11,16.89,39.29,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2000,12,21.09,37.88,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,1,36.01,36.91,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,2,26.7,35.38,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,3,33.59,47.07,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,4,24.49,32.62,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,5,27.33,57.35,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,6,21.67,67.73,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,7,39.53,55.58,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,8,13.13,32.86,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,9,24.96,34.35,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,10,15.96,46.28,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,11,13.32,28.29,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2001,12,19.62,39.53,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,1,23.13,43.01,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,2,46.27,51.64,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,3,26.96,35.32,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,4,39.28,49.6,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,5,20.64,60.86,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,6,34.13,64.69,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,7,18.81,43.86,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,8,12.38,61.86,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,9,24.54,40.13,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,10,27.81,47.29,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,11,14.5,21.76,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2002,12,17.31,32.12,Poor,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2003,1,29.58,44.54,Moderate,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2003,2,30.7,47.34,Good,Reference/Equivalent Method,WHO_Database
Paris,France,48.8566,2.3522,2003,3,47.96,32.4,Good,Reference/Equivalent Method,WHO_Database
